,DATE,SECCODE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
17878,2007-10-08,LKOH,71842,B,T,0.0470927092862566,0.0008733955002185593,2174.1
17897,2007-10-08,LKOH,71939,B,T,7.053847255012679,0.0012255432254599527,2175.4
17900,2007-10-08,LKOH,71946,B,T,7.662623866307831e-05,0.010416213031401415,2175.06
17902,2007-10-08,LKOH,71951,S,T,1.8641810918774926,0.00647407605767333,2177.9
17919,2007-10-08,LKOH,71998,S,T,-100.0,0.0002733784580147526,2177.0
17926,2007-10-08,LKOH,72017,S,T,-100.0,0.005793470285706875,2177.75
17933,2007-10-08,LKOH,72039,B,T,0.1302083333333368,0.006154907913769969,2176.0
17938,2007-10-08,LKOH,72049,S,T,-100.0,0.002249900637436262,2177.52
17941,2007-10-08,LKOH,72063,S,T,-2.043785125213134,0.0003200047884163341,2178.0
17944,2007-10-08,LKOH,72079,S,T,0.0359761668000705,0.00017749781321361378,2177.0
17945,2007-10-08,LKOH,72086,B,T,0.0004595567116060256,0.011815934476872268,2176.01
17947,2007-10-08,LKOH,72090,B,T,0.0005748477697584838,0.0033830394163743703,2177.0
17966,2007-10-08,LKOH,72168,B,T,16.72087786532828,0.0043030681449423855,2176.9
17984,2007-10-08,LKOH,72236,B,T,1.1012457721650579e-06,0.0007003435891724331,2175.02
17993,2007-10-08,LKOH,72267,B,T,62.37651559429239,5.3723421756343344e-05,2176.11
17995,2007-10-08,LKOH,72271,S,T,0.022967386311437757,0.0012685991490226688,2177.0
17998,2007-10-08,LKOH,72278,S,T,-0.6122448979591837,0.0018704200969406459,2176.5
18008,2007-10-08,LKOH,72316,S,T,-100.0,0.0011623271262852,2177.49
18026,2007-10-08,LKOH,72364,S,T,0.001899682902356563,0.001334712049129925,2177.0
18041,2007-10-08,LKOH,72422,B,T,0.03451776457365843,0.001115048391852246,2176.0
18063,2007-10-08,LKOH,72504,B,T,6.147577349855876,0.011981541105145628,2177.0
18079,2007-10-08,LKOH,72557,B,T,100.0,0.003122938976491676,2176.0
18101,2007-10-08,LKOH,72651,B,T,-0.0024078219395229587,0.0014196089298551642,2177.49
18106,2007-10-08,LKOH,72666,B,T,20.422289522239975,0.001158973739988768,2177.02
18107,2007-10-08,LKOH,72671,B,T,5.813861247320396,5.683376725817001e-05,2177.4
18160,2007-10-08,LKOH,72881,S,T,0.03718683861370888,0.00825838056165973,2178.19
18162,2007-10-08,LKOH,72885,S,T,0.0,0.00785977411739692,2177.98
18177,2007-10-08,LKOH,72950,B,T,-0.004591579044029067,0.0005628901285087813,2177.9
18192,2007-10-08,LKOH,73003,B,T,0.010977432539637752,0.0020776709274279714,2176.23
18209,2007-10-08,LKOH,73062,B,T,0.04548906346029796,0.0021886470525431636,2175.36
18224,2007-10-08,LKOH,73132,B,T,0.041164669510845686,0.0010902943679588167,2175.25
18253,2007-10-08,LKOH,73225,B,T,0.0009194472283254941,0.0015553344768599279,2175.22
18255,2007-10-08,LKOH,73231,B,T,0.0004597215007249017,0.018381822937377633,2175.23
18260,2007-10-08,LKOH,73250,B,T,0.003677653656984415,0.0069530633662832015,2175.3
18263,2007-10-08,LKOH,73258,B,T,0.014017585659577963,0.0015225223240876256,2176.0
18269,2007-10-08,LKOH,73294,B,T,0.005480346344145815,0.0016619588424079464,2176.0
18278,2007-10-08,LKOH,73321,B,T,20.004043913221306,0.004066924654708726,2176.11
18280,2007-10-08,LKOH,73330,B,T,0.00413564929692541,0.0002556635845902814,2176.2
18291,2007-10-08,LKOH,73371,B,T,0.05782469022488381,0.00466897544601284,2179.0
18298,2007-10-08,LKOH,73393,B,T,0.007778440640624379,0.0006045023673690609,2179.1
18300,2007-10-08,LKOH,73405,S,T,-0.9908876168949672,0.0030500061621215654,2180.05
18325,2007-10-08,LKOH,73525,S,T,-34.725221647510416,0.0006160014095699604,2181.98
18334,2007-10-08,LKOH,73565,S,T,-12.175622931428418,0.024929515463388324,2181.0
18337,2007-10-08,LKOH,73580,S,T,0.0016396642592233954,0.0031573294043061493,2180.0
18340,2007-10-08,LKOH,73589,B,T,13.201724200383957,0.002882717116547808,2179.5
18351,2007-10-08,LKOH,73629,S,T,-100.00000000000001,0.0001712245406560274,2180.99
18366,2007-10-08,LKOH,73675,S,T,-0.0030162093920433905,0.0003772570458973584,2180.01
18381,2007-10-08,LKOH,73731,B,T,-0.05964205590753312,0.0014503559511057874,2179.67
18390,2007-10-08,LKOH,73764,B,T,51.897839327672806,0.005359722488322803,2178.43
18396,2007-10-08,LKOH,73779,B,T,0.009865738810011617,0.0012916043451696741,2178.4
18401,2007-10-08,LKOH,73793,S,T,0.13807402786252318,0.0002971167061519824,2179.99
18403,2007-10-08,LKOH,73797,S,T,0.0075833340745447625,0.0005142489344932723,2180.7
18410,2007-10-08,LKOH,73823,B,T,0.0037387424087944616,0.026016455789183303,2179.89
18433,2007-10-08,LKOH,73896,B,T,0.00045905040831448315,0.00027217234936033455,2178.41
18439,2007-10-08,LKOH,73914,B,T,48.137998493780955,0.00510207529250756,2179.0
18454,2007-10-08,LKOH,73965,B,T,5.736550084796695e-05,0.020337198888987607,2179.01
18461,2007-10-08,LKOH,73991,B,T,0.00032123201349928444,0.0011990075085736725,2179.12
18468,2007-10-08,LKOH,74026,B,T,6.993415044047708,0.002246846174460463,2179.85
18469,2007-10-08,LKOH,74028,B,T,-0.007463595207488208,0.0007130953710723844,2180.7
18485,2007-10-08,LKOH,74112,B,T,-0.05779843026803877,0.0010336472967728844,2179.99
18499,2007-10-08,LKOH,74164,B,T,0.0229389365509015,0.0013242580314836668,2179.7
18508,2007-10-08,LKOH,74200,S,T,-0.9812553968709418,0.03331687126504556,2179.29
18510,2007-10-08,LKOH,74206,S,T,0.0270560289086857,0.023046469516729732,2180.66
18524,2007-10-08,LKOH,74244,S,T,-0.4502195793688222,0.0038299804434496613,2180.0
18529,2007-10-08,LKOH,74266,S,T,0.0,0.0027668494075921437,2180.01
18531,2007-10-08,LKOH,74270,S,T,0.02843215034186867,0.015959065726854738,2180.63
18547,2007-10-08,LKOH,74353,S,T,-25.896801688657003,0.009039993013459986,2179.8
18582,2007-10-08,LKOH,74485,B,T,28.571690887151775,0.007677562995530018,2178.4
18602,2007-10-08,LKOH,74570,B,T,100.0,0.0253896713912143,2179.1
18607,2007-10-08,LKOH,74599,S,T,0.0335406982399509,0.01548964156925823,2179.99
18616,2007-10-08,LKOH,74622,S,T,0.013763361930549247,0.009588536267533693,2179.7
18636,2007-10-08,LKOH,74707,S,T,-32.83191194925901,0.004179915503934218,2179.9
18659,2007-10-08,LKOH,74790,S,T,-0.0029576871464386733,0.0010825725701318525,2177.0
18678,2007-10-08,LKOH,74868,B,T,0.020257366321073594,0.0032932725601140175,2176.0
18679,2007-10-08,LKOH,74870,B,T,0.011830141074827216,0.001222066027800969,2175.36
18701,2007-10-08,LKOH,74974,B,T,0.004597067071225293,0.004966659822331359,2175.3
18710,2007-10-08,LKOH,75008,B,T,23.81101206206801,0.002316318381094989,2175.77
18713,2007-10-08,LKOH,75019,B,T,-0.11044110341365285,0.004733119123346344,2175.0
18748,2007-10-08,LKOH,75141,B,T,0.006896012725446331,0.0003408559967404672,2175.17
18750,2007-10-08,LKOH,75145,B,T,-0.1511941581150805,0.021705556447426267,2176.01
18767,2007-10-08,LKOH,75207,B,T,0.6047331346338398,0.00027908935540820596,2177.51
18792,2007-10-08,LKOH,75290,S,T,-100.0,0.007604234438752672,2179.5
18827,2007-10-08,LKOH,75402,S,T,-100.0,0.0037691627826357296,2178.89
18831,2007-10-08,LKOH,75413,S,T,-100.0,0.00239348710688476,2178.88
18844,2007-10-08,LKOH,75462,S,T,-6.074797031075417,0.0012812460962799979,2178.35
18850,2007-10-08,LKOH,75486,S,T,-0.30695802998833566,0.012918338330935312,2178.78
18855,2007-10-08,LKOH,75510,B,T,0.04319852941176722,0.0040266432700775505,2176.0
18865,2007-10-08,LKOH,75537,B,T,0.05567989189205723,0.0001792620036587507,2176.69
18867,2007-10-08,LKOH,75543,B,T,1.2720491540368297,0.0002564675729103741,2176.31
18876,2007-10-08,LKOH,75585,S,T,-100.0,3.060704003381817e-05,2178.3
18882,2007-10-08,LKOH,75604,S,T,-100.0,0.0003120757294867978,2178.0
18890,2007-10-08,LKOH,75627,B,T,0.03358077140222135,0.0030439008341491018,2177.0
18897,2007-10-08,LKOH,75657,B,T,12.322905061115243,0.006113310495074553,2179.2
18899,2007-10-08,LKOH,75670,B,T,-0.007806401249027542,0.0004502293390842003,2177.7
18903,2007-10-08,LKOH,75689,S,T,-0.5242463958060288,0.0003459582815740901,2176.99
18921,2007-10-08,LKOH,75768,S,T,-0.01201273744028867,1.7841041928037103e-06,2176.27
18929,2007-10-08,LKOH,75798,S,T,-36.36360170050081,0.0012411436760685229,2176.9
18940,2007-10-08,LKOH,75850,S,T,-0.48507664200026623,0.0005392060628564113,2175.7
18955,2007-10-08,LKOH,75901,S,T,-0.035843446852908606,0.003222099711760353,2176.13
18959,2007-10-08,LKOH,75922,S,T,-93.894047639822,0.00844705542123624,2176.9
18964,2007-10-08,LKOH,75962,S,T,-14.635620303870992,0.0018499685253659868,2175.38
18970,2007-10-08,LKOH,75993,B,T,100.0,0.006657769178163474,2175.37
18971,2007-10-08,LKOH,76003,S,T,-9.085687851324156,0.001038890916622583,2176.55
18986,2007-10-08,LKOH,76063,B,T,0.009463897259922738,0.001993334758614917,2175.45
18991,2007-10-08,LKOH,76079,S,T,0.011301750301160216,0.00159805532896288,2176.66
18992,2007-10-08,LKOH,76083,B,T,9.969126565330393,0.0001044574680459554,2175.53
18997,2007-10-08,LKOH,76110,S,T,-3.7031237158305728,0.002058099700250596,2176.5
19006,2007-10-08,LKOH,76148,S,T,-9.324245089590352,9.027274513924832e-05,2176.0
19017,2007-10-08,LKOH,76214,B,T,0.000919392281700959,0.002897730251306748,2175.35
19019,2007-10-08,LKOH,76225,B,T,100.0,0.00624941032579599,2175.4
19020,2007-10-08,LKOH,76227,S,T,0.0004595630474436131,0.000296122865780561,2175.98
19034,2007-10-08,LKOH,76307,S,T,-0.9689096770929617,0.0016359764208005805,2174.31
19038,2007-10-08,LKOH,76326,S,T,0.18842777701180702,0.0003917825468347849,2175.9
19042,2007-10-08,LKOH,76342,B,T,99.33513420450524,0.001217622409024417,2174.33
19044,2007-10-08,LKOH,76348,B,T,1.0667500363490037,0.0007928320279129178,2175.0
19047,2007-10-08,LKOH,76371,S,T,-100.0,6.877403679561678e-05,2176.0
19067,2007-10-08,LKOH,76444,B,T,0.009197093718376625,0.00012585936651190722,2174.6
19076,2007-10-08,LKOH,76506,B,T,0.3693178915493554,0.010430948422514805,2175.0
19099,2007-10-08,LKOH,76583,B,T,14.289318688943384,0.0007830115868297376,2174.22
19116,2007-10-08,LKOH,76649,B,T,100.0,0.0014425508136514072,2174.5
19133,2007-10-08,LKOH,76703,B,T,0.3224751414927986,0.0004669005203076931,2176.0
19134,2007-10-08,LKOH,76708,B,T,0.5034208971009076,0.002367670993170773,2175.18
19141,2007-10-08,LKOH,76749,B,T,18.86986700643733,0.0026030413266173533,2175.23
19146,2007-10-08,LKOH,76762,S,T,0.001544810540017867,0.001414545344717717,2176.85
19154,2007-10-08,LKOH,76793,B,T,6.9793092171731015,0.011525188224190654,2178.48
19157,2007-10-08,LKOH,76799,S,T,2.4188535117552733e-05,0.00501884880131922,2175.89
19163,2007-10-08,LKOH,76848,S,T,-49.999798988279295,0.002740818419230915,2176.49
19177,2007-10-08,LKOH,76916,S,T,-1.198801198801199,0.0015002084771764176,2176.18
19180,2007-10-08,LKOH,76933,B,T,12.096774193548388,0.0007747556021288881,2176.2
19190,2007-10-08,LKOH,76971,B,T,12.804060138038798,0.0014113823015125017,2176.12
19194,2007-10-08,LKOH,76982,S,T,-8.92536769653425,0.0029791963735501465,2176.2
19201,2007-10-08,LKOH,77016,S,T,-96.349864712774,0.0018387052849646987,2176.77
19215,2007-10-08,LKOH,77084,B,T,0.26015094270243766,0.0005169786232331536,2175.66
19244,2007-10-08,LKOH,77217,B,T,0.00023570313191051008,0.0005416759915270514,2175.71
19255,2007-10-08,LKOH,77271,B,T,21.276986858573217,0.022660192039667945,2176.0
19291,2007-10-08,LKOH,77441,S,T,0.019372686997089283,0.010005688849817562,2177.11
19307,2007-10-08,LKOH,77505,B,T,28.573470576080087,0.020621959109618965,2177.35
19314,2007-10-08,LKOH,77535,B,T,0.01055607728044061,0.010632812851034347,2177.33
19328,2007-10-08,LKOH,77590,B,T,0.0890889052167549,0.03050963532266473,2177.6
19329,2007-10-08,LKOH,77592,S,T,0.014251229256817453,0.005536102869521759,2178.49
19337,2007-10-08,LKOH,77633,S,T,0.0009180713157789748,0.005339725380415165,2178.48
19358,2007-10-08,LKOH,77777,S,T,0.03900518942027846,0.006293417785792382,2179.93
19359,2007-10-08,LKOH,77780,B,T,92.0723347633639,0.01023604455275548,2178.46
19376,2007-10-08,LKOH,77823,S,T,-3.8534595516663357,0.011050413701574544,2178.0
19387,2007-10-08,LKOH,77856,B,T,100.0,0.00707123073891545,2176.12
19402,2007-10-08,LKOH,77903,B,T,100.0,0.0017521687701031836,2177.5
19413,2007-10-08,LKOH,77948,B,T,40.91816367265469,0.0030240226496460938,2178.0
19439,2007-10-08,LKOH,78030,S,T,9.184853441877702e-05,0.003703383171166963,2177.5
19444,2007-10-08,LKOH,78047,S,T,-75.24612810031779,0.004413804959725543,2177.7
19447,2007-10-08,LKOH,78054,B,T,0.04222114241529247,0.0003012074677821572,2177.4
19452,2007-10-08,LKOH,78076,S,T,-0.0406069385736753,0.0015263658910250242,2177.0
19457,2007-10-08,LKOH,78106,B,T,82.69560594376324,0.0047121635659019695,2177.5
19504,2007-10-08,LKOH,78329,S,T,-2.3561152428992997,0.016157187448794144,2177.31
19519,2007-10-08,LKOH,78393,B,T,-0.0009191218709845431,0.03601117840600897,2175.99
19560,2007-10-08,LKOH,78559,B,T,1.9528509144466575,0.008250692119017343,2176.98
19561,2007-10-08,LKOH,78565,B,T,28.99876254789718,5.5872585242566224e-05,2176.0
19579,2007-10-08,LKOH,78614,S,T,-0.10949701532545067,0.0012067363341603792,2176.1
19584,2007-10-08,LKOH,78628,S,T,-4.706098611246348,0.0008848494094436364,2176.98
19597,2007-10-08,LKOH,78663,S,T,0.15825537894886169,0.0026087809086031886,2176.98
19623,2007-10-08,LKOH,78774,B,T,16.92514144669142,0.008819150524080546,2176.78
19635,2007-10-08,LKOH,78814,B,T,-0.0021302739755413363,0.0004542130606095048,2175.62
19636,2007-10-08,LKOH,78818,B,T,4.932654108565087,0.0033855223601054535,2176.6
19646,2007-10-08,LKOH,78863,S,T,-20.167847929830124,0.01573602183012821,2176.96
19681,2007-10-08,LKOH,79049,B,T,-0.013782964256187719,0.013633146112664585,2176.6
19697,2007-10-08,LKOH,79171,S,T,-10.704696025000858,0.0034544586579258064,2176.0
19702,2007-10-08,LKOH,79187,B,T,0.009194134142429679,0.008856953774593572,2175.3
19704,2007-10-08,LKOH,79201,S,T,-100.00000000000001,0.002329749528953039,2176.7
19712,2007-10-08,LKOH,79248,S,T,-100.0,0.011074154548577847,2175.5
19718,2007-10-08,LKOH,79320,B,T,100.0,0.011707903336480842,2175.38
19719,2007-10-08,LKOH,79324,B,T,100.0,0.0015977651597118264,2175.6
