,DATE,SECCODE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
6170,2007-10-08,LKOH,23713,S,T,0.007076266894586138,0.0010250227219306832,2151.4
6173,2007-10-08,LKOH,23731,B,T,3.4797165108553476,0.0003698310262153403,2151.12
6200,2007-10-08,LKOH,23842,B,T,4.788924533007513,0.0038672217677844945,2151.21
6225,2007-10-08,LKOH,23912,B,T,-0.007466664614953402,0.00217124928485538,2152.0
6237,2007-10-08,LKOH,23999,S,T,-0.055302794417673405,0.0052459567626350675,2151.79
6239,2007-10-08,LKOH,24009,B,T,100.0,0.005487726289176313,2151.8
6270,2007-10-08,LKOH,24137,S,T,0.0011997010086727963,0.006488280896725511,2150.0
6284,2007-10-08,LKOH,24242,S,T,-3.9991061993454786,0.008215828095228283,2148.15
6288,2007-10-08,LKOH,24268,S,T,-0.5309170376988879,0.005285967863576013,2148.58
6292,2007-10-08,LKOH,24285,B,T,100.0,0.0007029551312350798,2145.05
6298,2007-10-08,LKOH,24308,B,T,0.09789753391449858,0.0009752701506802941,2145.1
6300,2007-10-08,LKOH,24313,S,T,-0.020974131903976605,0.0014827175090355632,2145.5
6303,2007-10-08,LKOH,24326,B,T,100.0,0.0016180458320748528,2145.15
6309,2007-10-08,LKOH,24341,S,T,0.004958410207479146,0.0016882880309739127,2146.89
6310,2007-10-08,LKOH,24343,B,T,100.0,0.0055393145028137,2145.28
6313,2007-10-08,LKOH,24351,B,T,4.956197576887227,0.002587298680966668,2146.0
6339,2007-10-08,LKOH,24437,B,T,0.1328670521375162,0.008307549504260775,2146.4
6349,2007-10-08,LKOH,24466,S,T,-64.83217719748238,0.0011016244271487808,2147.95
6361,2007-10-08,LKOH,24525,B,T,-0.0008530215784039709,0.004273795027734626,2152.0
6365,2007-10-08,LKOH,24544,B,T,100.0,0.00017471822949447662,2146.55
6373,2007-10-08,LKOH,24570,B,T,0.030279738196729366,0.0002882652698776563,2146.65
6375,2007-10-08,LKOH,24581,B,T,0.05789729536380876,0.0010973512739525175,2147.02
6382,2007-10-08,LKOH,24608,S,T,0.0,0.0004778854692288386,2147.88
6393,2007-10-08,LKOH,24637,S,T,0.04228923640860009,0.0009173441946525311,2149.98
6396,2007-10-08,LKOH,24644,B,T,50.00279444092551,0.0009215211094263181,2147.12
6405,2007-10-08,LKOH,24677,B,T,50.109444348712984,0.0017870063373469761,2147.21
6406,2007-10-08,LKOH,24685,S,T,0.0002287756960207462,0.00799308979270027,2147.87
6409,2007-10-08,LKOH,24693,B,T,3.5937179663154097,0.0025443202976132393,2147.78
6413,2007-10-08,LKOH,24705,B,T,0.010245806205223494,0.0019222612760206412,2147.22
6414,2007-10-08,LKOH,24707,B,T,-0.010316014670512632,0.0027818880774647353,2151.03
6418,2007-10-08,LKOH,24718,B,T,0.05122831528699076,0.002448027531289415,2147.25
6419,2007-10-08,LKOH,24724,B,T,20.689655172413794,0.013281719695918091,2147.35
6430,2007-10-08,LKOH,24778,S,T,-0.00277902376694868,8.076173486095927e-05,2147.82
6433,2007-10-08,LKOH,24795,S,T,0.0,0.001728643887028607,2147.86
6443,2007-10-08,LKOH,24831,S,T,0.0,0.0021003652954686884,2147.71
6452,2007-10-08,LKOH,24874,S,T,-91.66656318829288,0.003447570251914614,2147.55
6453,2007-10-08,LKOH,24879,S,T,-2.3907072654826322,0.001161690613415064,2147.11
6469,2007-10-08,LKOH,24954,B,T,-0.07121346818899434,0.0032038678609894013,2148.74
6474,2007-10-08,LKOH,24984,B,T,7.212713263661568,0.002201434467179438,2147.5
6481,2007-10-08,LKOH,25006,S,T,0.0,0.0017663949263620432,2147.54
6491,2007-10-08,LKOH,25033,S,T,0.0004656512365258474,0.00024185300626272484,2147.53
6528,2007-10-08,LKOH,25188,B,T,-0.01075165991672125,0.001707919522899463,2149.7
6545,2007-10-08,LKOH,25238,S,T,-100.0,0.02696977614504436,2149.45
6554,2007-10-08,LKOH,25261,B,T,100.0,0.01979318630921037,2146.51
6556,2007-10-08,LKOH,25265,S,T,-0.29033463690444755,0.008756423388740366,2148.5
6584,2007-10-08,LKOH,25372,B,T,-4.820203087513899e-05,0.004816936655838044,2149.0
6586,2007-10-08,LKOH,25377,B,T,0.16955705548334812,0.0053274017550572995,2146.77
6587,2007-10-08,LKOH,25380,S,T,-97.36842105263159,0.002022052997737366,2148.9
6600,2007-10-08,LKOH,25425,B,T,85.23859936148297,0.00024361766406101094,2148.1
6607,2007-10-08,LKOH,25448,S,T,-50.0,0.008125394251718165,2148.5
6610,2007-10-08,LKOH,25458,S,T,-50.0,0.00047902676340155217,2149.77
6632,2007-10-08,LKOH,25538,S,T,0.0,0.002993677686368419,2148.93
6641,2007-10-08,LKOH,25572,B,T,-0.032573289902271665,0.0019990859096840805,2149.0
6645,2007-10-08,LKOH,25584,B,T,1.4038831077564518,0.00023433036210894598,2148.55
6664,2007-10-08,LKOH,25638,B,T,2.488762340744846,0.009606162254086562,2149.55
6680,2007-10-08,LKOH,25690,B,T,-0.10974230570538697,9.851119463203514e-05,2148.67
6683,2007-10-08,LKOH,25697,B,T,-0.02686148978349822,0.0022173766965113196,2149.27
6686,2007-10-08,LKOH,25713,S,T,-0.4772798335986069,0.0007452175922757994,2149.2
6708,2007-10-08,LKOH,25834,B,T,5.403058141586559e-06,0.0180264749106337,2149.6
6713,2007-10-08,LKOH,25859,B,T,-0.06976744186046512,0.02609025228322697,2150.0
6739,2007-10-08,LKOH,25937,B,T,-2.3315906495999036e-05,0.0036470269850271972,2150.0
6743,2007-10-08,LKOH,25945,B,T,5.5247207081193645e-05,0.0023236432745778954,2150.55
6754,2007-10-08,LKOH,25984,B,T,0.003172996703910021,0.0010789524914206802,2150.5
6756,2007-10-08,LKOH,25989,S,T,-100.00000000000001,0.00044698730668464565,2150.89
6762,2007-10-08,LKOH,26008,B,T,0.019539427773904293,0.0059649496863894,2149.5
6767,2007-10-08,LKOH,26030,B,T,-0.00015109648999527345,0.00795873864169779,2150.1
6768,2007-10-08,LKOH,26032,S,T,-100.0,0.011029518174539843,2149.99
6780,2007-10-08,LKOH,26081,B,T,-6.200310325526154e-05,0.004227969653878206,2150.43
6782,2007-10-08,LKOH,26085,S,T,0.001954520480115342,0.01002970765197266,2158.5
6801,2007-10-08,LKOH,26151,S,T,-0.014408820057074983,0.005609128426946743,2151.46
6804,2007-10-08,LKOH,26162,B,T,0.006129022946106387,0.002014860222506679,2152.2
6818,2007-10-08,LKOH,26225,B,T,0.009385573366329126,0.004618995572629792,2152.23
6826,2007-10-08,LKOH,26250,S,T,-3.122466163694009,0.012963450300607436,2188.9
6847,2007-10-08,LKOH,26325,B,T,-0.014161872524562505,0.0071741372904346986,2153.67
6850,2007-10-08,LKOH,26336,B,T,-0.008143837520710082,0.002249076297117341,2153.7
6854,2007-10-08,LKOH,26351,B,T,0.0002878260693229445,0.006485075653420475,2153.1
6857,2007-10-08,LKOH,26358,S,T,-100.0,0.005034062328582652,2153.93
6860,2007-10-08,LKOH,26375,S,T,0.019401837083565646,0.00020326093570869212,2153.67
6862,2007-10-08,LKOH,26385,B,T,14.177442240846712,0.009599987142519468,2153.2
6923,2007-10-08,LKOH,26646,B,T,0.1299079198689226,0.0014705000385142224,2154.0
6935,2007-10-08,LKOH,26685,S,T,-51.82927112278169,0.005076388093238835,2154.54
6941,2007-10-08,LKOH,26706,B,T,32.78750931731002,0.004225404010352073,2154.02
6942,2007-10-08,LKOH,26709,B,T,4.765020731514287,0.016060115790567944,2154.5
6945,2007-10-08,LKOH,26716,B,T,5.101888905219904,0.0009653196532378419,2154.77
6989,2007-10-08,LKOH,26902,B,T,0.01160205866929028,0.0001176518816566985,2154.79
7012,2007-10-08,LKOH,27014,B,T,100.0,0.0007163265981745387,2155.2
7034,2007-10-08,LKOH,27113,B,T,-0.008353443475024888,0.013910119871811543,2154.8
7040,2007-10-08,LKOH,27127,S,T,4.3868276955578474e-05,0.003335479690794324,2154.8
7044,2007-10-08,LKOH,27138,S,T,-100.0,0.011536134084793035,2155.95
7060,2007-10-08,LKOH,27228,S,T,-100.0,0.014953969898835778,2155.79
7079,2007-10-08,LKOH,27295,B,T,0.01778291290805594,0.01348852962990016,2155.51
7085,2007-10-08,LKOH,27337,B,T,0.009275577404685008,0.004069533797729062,2156.2
7090,2007-10-08,LKOH,27384,S,T,-7.624372427026007,0.016380645614382183,2157.5
7094,2007-10-08,LKOH,27406,B,T,4.462318276420776,0.0016452767791440516,2156.5
7109,2007-10-08,LKOH,27483,S,T,0.00033867551385504676,0.004540182295541382,2155.95
7119,2007-10-08,LKOH,27539,B,T,0.007887386676815386,0.01820057299890269,2155.34
7134,2007-10-08,LKOH,27609,B,T,0.2764402120977,0.0013733385791503867,2155.0
7145,2007-10-08,LKOH,27639,B,T,100.0,0.0023040740398546362,2153.27
7151,2007-10-08,LKOH,27669,S,T,0.006035563396634437,0.0003111977580282777,2153.9
7156,2007-10-08,LKOH,27681,B,T,19.945531995946393,0.0011415081550381634,2153.33
7157,2007-10-08,LKOH,27685,B,T,0.0032508243161734874,0.001362592040006902,2153.3
7167,2007-10-08,LKOH,27741,B,T,0.004643948470764663,0.0015034824284256103,2153.34
7170,2007-10-08,LKOH,27751,B,T,9.947576273047105e-05,0.0027461336347582893,2154.15
7177,2007-10-08,LKOH,27769,B,T,0.004643905338629354,0.004593077726922428,2153.36
7180,2007-10-08,LKOH,27778,B,T,0.01611501243214804,0.0016589190850437522,2153.7
7187,2007-10-08,LKOH,27808,B,T,0.025536380055631323,0.0032237867867442394,2153.79
7205,2007-10-08,LKOH,27873,B,T,0.006970718699855459,0.0011644724143424002,2154.39
7229,2007-10-08,LKOH,27964,B,T,0.03083663982777482,0.0008029824061395136,2153.8
7281,2007-10-08,LKOH,28169,B,T,100.0,0.004388902094941444,2155.11
7299,2007-10-08,LKOH,28237,S,T,-100.0,0.00755577282410811,2156.94
7300,2007-10-08,LKOH,28245,S,T,-100.0,0.004498820282288637,2156.89
7338,2007-10-08,LKOH,28376,B,T,100.0,0.0018212347261141384,2155.52
7342,2007-10-08,LKOH,28394,S,T,0.023141554326344536,0.006803916380930801,2156.5
7355,2007-10-08,LKOH,28458,S,T,-0.0030561649585348163,0.00164653970274803,2157.01
7362,2007-10-08,LKOH,28477,S,T,0.000927222320094846,0.00025326676825193867,2156.98
7365,2007-10-08,LKOH,28489,B,T,100.0,0.005693080576791942,2155.67
7368,2007-10-08,LKOH,28496,B,T,9.090698262776186,0.0007189963032376989,2156.0
7379,2007-10-08,LKOH,28540,S,T,-100.0,0.0003644674613008178,2156.8
7389,2007-10-08,LKOH,28576,B,T,0.0,0.004947885138643508,2156.0
7398,2007-10-08,LKOH,28610,B,T,0.0,0.0010466984293646521,2155.61
7401,2007-10-08,LKOH,28621,S,T,-100.00000000000001,0.006398839367900083,2156.53
7407,2007-10-08,LKOH,28648,B,T,19.999878543954438,0.003708501854960508,2156.54
7408,2007-10-08,LKOH,28651,B,T,6.474802612406612,0.0004851494321130149,2156.01
7418,2007-10-08,LKOH,28708,B,T,1.2651618342333135,0.004854670120217579,2155.86
7424,2007-10-08,LKOH,28731,S,T,-1.0413970327455002,0.002851233673274878,2156.99
7425,2007-10-08,LKOH,28735,B,T,21.9745793236438,0.0020523069369298027,2156.55
7432,2007-10-08,LKOH,28761,B,T,0.8024777050824747,0.0003201437184850793,2157.0
7449,2007-10-08,LKOH,28827,S,T,-53.9367272248981,0.0018182947855358699,2156.69
7458,2007-10-08,LKOH,28886,B,T,0.00046381974110594465,0.0007450447030479227,2156.01
7461,2007-10-08,LKOH,28904,S,T,-100.0,0.0019992742168676715,2156.0
7464,2007-10-08,LKOH,28912,B,T,-0.023191094619666047,0.0046022521811675075,2156.0
7472,2007-10-08,LKOH,28947,S,T,-100.0,0.0006408663643444621,2156.55
7478,2007-10-08,LKOH,28961,B,T,19.062156561182405,0.0008329803582970973,2156.0
7483,2007-10-08,LKOH,28980,S,T,1.535080602163306,0.0001019304652799067,2156.89
7503,2007-10-08,LKOH,29047,S,T,-100.0,0.0023679434319308097,2156.65
7505,2007-10-08,LKOH,29059,S,T,-100.0,0.00016842101846251836,2156.63
7507,2007-10-08,LKOH,29064,B,T,24.773410710258347,6.34580932042937e-05,2155.85
7526,2007-10-08,LKOH,29129,B,T,0.17917770994376642,0.0028631146086596396,2156.5
7565,2007-10-08,LKOH,29296,B,T,100.0,0.006851363130454777,2156.6
7566,2007-10-08,LKOH,29298,B,T,82.23816743570588,0.0037531869830593175,2156.61
7573,2007-10-08,LKOH,29330,S,T,0.003245548961410838,0.005924105188501985,2156.8
7576,2007-10-08,LKOH,29338,B,T,0.016234519226304978,0.008641576608956997,2155.9
7587,2007-10-08,LKOH,29378,S,T,0.0,0.00172558615164674,2156.0
7601,2007-10-08,LKOH,29435,B,T,-0.0028659977197991724,0.0005848310026625762,2156.19
7606,2007-10-08,LKOH,29447,B,T,0.0032473406599599977,0.00499627953106068,2155.61
7614,2007-10-08,LKOH,29472,S,T,-100.0,0.0008727494937506493,2156.1
7621,2007-10-08,LKOH,29494,B,T,0.024122094911164904,0.0015897711545047085,2155.7
7632,2007-10-08,LKOH,29519,B,T,0.020411760885501833,0.0006354517677712509,2155.62
7647,2007-10-08,LKOH,29570,B,T,0.016233766233762017,0.00022629769507904036,2156.0
7651,2007-10-08,LKOH,29585,B,T,0.0,0.0008288888732323004,2156.01
7682,2007-10-08,LKOH,29679,B,T,-0.00011081639546717354,0.0007677089081683486,2157.9
7699,2007-10-08,LKOH,29756,B,T,81.13469820238039,0.005448790427377131,2158.2
7746,2007-10-08,LKOH,29971,B,T,0.009908669717305117,0.001955792554572672,2160.6
7748,2007-10-08,LKOH,29977,S,T,-16.666666666666668,0.002419819014469557,2161.0
7751,2007-10-08,LKOH,29988,S,T,-23.26235696396452,0.008334402119303518,2161.01
7788,2007-10-08,LKOH,30163,B,T,0.0004627465860971619,0.018003673286076355,2161.01
7800,2007-10-08,LKOH,30195,B,T,0.0006860313534310328,0.003620661453077608,2161.55
7822,2007-10-08,LKOH,30254,S,T,-3.213195720875119,0.0014754246515718502,2161.95
7836,2007-10-08,LKOH,30310,S,T,0.0,0.0020522506709383156,2161.6
7848,2007-10-08,LKOH,30378,B,T,0.01850481125092945,0.00031684081587269957,2161.6
7860,2007-10-08,LKOH,30431,B,T,100.0,0.020887927169542735,2161.71
7864,2007-10-08,LKOH,30441,B,T,0.0,0.014802163606081746,2161.8
7867,2007-10-08,LKOH,30450,S,T,-6.992723626146096,0.007665395137063306,2162.85
7869,2007-10-08,LKOH,30467,B,T,10.525635646512852,0.0030395904508289362,2162.77
7874,2007-10-08,LKOH,30491,S,T,0.0005851860066048262,0.006552489322764895,2162.98
7891,2007-10-08,LKOH,30581,B,T,0.03513056534965069,0.0114218661897594,2163.45
7942,2007-10-08,LKOH,30787,B,T,0.0022147984662413216,0.0001660153497042106,2163.04
7964,2007-10-08,LKOH,30889,B,T,0.08733826247688875,0.006417884175487554,2164.0
7977,2007-10-08,LKOH,30965,B,T,0.048520135856388806,0.014783360927802348,2164.05
7978,2007-10-08,LKOH,30974,S,T,-4.057266327572058,0.0023286214941306096,2165.04
7989,2007-10-08,LKOH,31011,S,T,-3.701428059629437,0.004059757605178464,2165.7
8016,2007-10-08,LKOH,31113,S,T,4.947890223301252,0.008769518536275778,2166.58
8023,2007-10-08,LKOH,31133,S,T,-6.260211368263249,0.0017781721681632415,2166.5
8026,2007-10-08,LKOH,31145,B,T,50.000461836168235,0.004143825125778127,2165.27
8037,2007-10-08,LKOH,31198,S,T,-52.3807325320721,0.007349083841399331,2165.99
8039,2007-10-08,LKOH,31205,S,T,-7.4612238198641805,0.00478850701913896,2166.0
8044,2007-10-08,LKOH,31227,S,T,-4.382904313258718,0.0026140081923875717,2165.9
8067,2007-10-08,LKOH,31312,B,T,7.391775693863236,0.001686598100449491,2164.3
8078,2007-10-08,LKOH,31340,B,T,-0.016624029110527967,0.0017186405048218846,2165.54
8133,2007-10-08,LKOH,31506,S,T,0.038871644021704954,0.0038043751318372313,2165.29
8185,2007-10-08,LKOH,31709,B,T,100.0,0.0026571425919880635,2164.4
8199,2007-10-08,LKOH,31774,B,T,34.48368258319526,0.0051248058362746525,2164.59
8220,2007-10-08,LKOH,31879,B,T,0.0004616783856130986,0.005609491295687625,2166.01
8223,2007-10-08,LKOH,31889,S,T,-3.446044610549293,0.007023861249156805,2166.19
8225,2007-10-08,LKOH,31897,B,T,-0.008036905128318202,0.005546316149876242,2166.0
8228,2007-10-08,LKOH,31908,B,T,0.00018269924753963964,0.005775920824000609,2165.16
8254,2007-10-08,LKOH,31996,S,T,0.03549595335873035,0.004857575220120518,2166.59
8270,2007-10-08,LKOH,32059,B,T,0.049432229219359705,0.007291363956855192,2166.21
8278,2007-10-08,LKOH,32096,B,T,0.20996337841947396,0.0001216962978343399,2168.1
8286,2007-10-08,LKOH,32139,S,T,0.0018442018294465375,0.0039639805432670466,2168.96
8293,2007-10-08,LKOH,32168,S,T,-10.160957303610864,0.0009564923773299198,2168.77
8296,2007-10-08,LKOH,32179,B,T,100.0,0.0003969992333592596,2167.45
8307,2007-10-08,LKOH,32232,S,T,-100.00000000000001,0.0010611345558158706,2168.7
8311,2007-10-08,LKOH,32248,S,T,-49.99077746011252,0.001280485945335208,2168.6
8315,2007-10-08,LKOH,32266,B,T,73.07064432245016,0.003772866781995312,2167.77
8316,2007-10-08,LKOH,32268,S,T,-22.029496151921492,1.791118168860628e-05,2168.5
8320,2007-10-08,LKOH,32280,B,T,0.35795008994880845,0.0013328669312830056,2167.9
8335,2007-10-08,LKOH,32343,B,T,-0.22437385070026158,0.06487533099386578,2195.1
8348,2007-10-08,LKOH,32397,S,T,-3.6761635706226783,0.002451171027939382,2167.88
8351,2007-10-08,LKOH,32416,B,T,9.790220954942896,0.010413565884986715,2167.21
8381,2007-10-08,LKOH,32529,B,T,0.003661074447516427,0.0022853615661465113,2168.4
8390,2007-10-08,LKOH,32553,S,T,0.0015947398513754868,0.007657008553080661,2168.8
8397,2007-10-08,LKOH,32570,B,T,0.04763545849221158,0.0020383476414793157,2168.14
8398,2007-10-08,LKOH,32572,S,T,-1.3419630696365483,0.0039556192851327035,2169.0
8410,2007-10-08,LKOH,32626,B,T,0.059860592850222535,0.009179112871775379,2168.5
8414,2007-10-08,LKOH,32637,S,T,-0.004150162086892659,0.00041129849226365637,2168.59
8430,2007-10-08,LKOH,32690,B,T,19.10238666251837,0.000926302573513629,2167.8
8470,2007-10-08,LKOH,32897,S,T,-100.0,0.010471056416456598,2169.0
8472,2007-10-08,LKOH,32906,B,T,0.06457564575646176,0.02757293809724233,2168.0
8475,2007-10-08,LKOH,32916,B,T,6.010078013106312,0.00414955858873606,2168.83
8491,2007-10-08,LKOH,32998,B,T,0.004610206998290031,0.007440115166354219,2169.1
8494,2007-10-08,LKOH,33024,S,T,-49.977408944213934,0.00929418682459641,2169.0
8500,2007-10-08,LKOH,33087,B,T,0.04640197851774985,0.0030482975510378965,2170.01
8505,2007-10-08,LKOH,33107,S,T,-4.105358203836562,0.0027549871377985052,2169.33
8506,2007-10-08,LKOH,33115,S,T,-34.494295952069045,0.0065660365680477424,2170.98
8517,2007-10-08,LKOH,33155,B,T,0.008096757702731366,0.003376897507671159,2170.2
8518,2007-10-08,LKOH,33158,S,T,-7.1629033557199255,0.0002132750228646501,2170.1
8529,2007-10-08,LKOH,33211,S,T,-100.0,0.0020372339610131734,2170.97
8532,2007-10-08,LKOH,33219,S,T,-100.0,0.0005970269652207339,2170.8
8541,2007-10-08,LKOH,33254,B,T,0.002725906843829711,0.0032905053864653046,2170.02
8548,2007-10-08,LKOH,33270,S,T,-56.33418572430538,0.00012937030736623434,2169.98
8572,2007-10-08,LKOH,33344,S,T,-1.391435229379877,0.0007102087376751386,2169.6
8590,2007-10-08,LKOH,33419,S,T,0.04566144412205513,0.01202662127566651,2168.99
8598,2007-10-08,LKOH,33444,S,T,0.01407612591607109,0.0013984737381962673,2168.8
8618,2007-10-08,LKOH,33528,S,T,-2.914014862433685,0.012761971389533286,2168.0
8630,2007-10-08,LKOH,33584,B,T,1.4668456905445022,0.002473133255579585,2168.61
8639,2007-10-08,LKOH,33612,B,T,-5.777724802385715e-05,0.0034880228853194,2168.0
8655,2007-10-08,LKOH,33696,B,T,0.1468214536535825,0.0017886036090575342,2169.26
8658,2007-10-08,LKOH,33702,B,T,1.0028774933507598,0.043512563712190075,2168.0
8661,2007-10-08,LKOH,33708,B,T,83.92479139234081,0.0007908586440008064,2167.3
8670,2007-10-08,LKOH,33743,S,T,-6.743798522952091,0.000703671729619952,2168.03
8681,2007-10-08,LKOH,33801,B,T,20.0,0.005936375187327987,2168.9
8687,2007-10-08,LKOH,33827,B,T,0.004612333379452473,0.00035624406786589007,2168.1
8706,2007-10-08,LKOH,33932,S,T,0.04599907585896002,0.017355368814689034,2170.99
8719,2007-10-08,LKOH,33969,S,T,-1.7675810326615662,0.0019016118131982955,2169.0
8744,2007-10-08,LKOH,34076,S,T,-4.8256690971004685,0.004059166044470159,2169.01
8745,2007-10-08,LKOH,34090,S,T,-100.0,0.0007713919914860527,2171.2
8760,2007-10-08,LKOH,34152,B,T,23.17856176440468,0.004478461828295532,2171.0
8771,2007-10-08,LKOH,34196,S,T,-0.0032910014513838196,0.003828112188071765,2170.2
8772,2007-10-08,LKOH,34201,B,T,25.725165940741956,0.0017029283932938346,2169.8
8779,2007-10-08,LKOH,34236,B,T,99.99999999999999,0.0020792940251173823,2168.72
8813,2007-10-08,LKOH,34348,B,T,0.00109151266580796,0.041110589946263425,2169.0
8837,2007-10-08,LKOH,34438,B,T,2.6113861283052344,0.04439581094535662,2170.0
8870,2007-10-08,LKOH,34631,B,T,100.0,0.010865732778194623,2166.08
8875,2007-10-08,LKOH,34647,S,T,0.005076165556838165,0.01297800350676082,2166.99
8894,2007-10-08,LKOH,34731,B,T,0.015240171244102619,0.004035422350157718,2165.33
8895,2007-10-08,LKOH,34736,B,T,0.02252100083327703,0.001949734213513908,2166.0
8897,2007-10-08,LKOH,34748,B,T,2.6718484213129194,0.004965904221726303,2166.5
8901,2007-10-08,LKOH,34758,B,T,0.012040088631013761,0.004338801084437019,2165.35
8904,2007-10-08,LKOH,34772,S,T,-0.7983928531058222,0.009092125930811691,2166.69
8906,2007-10-08,LKOH,34779,B,T,1.236308081503562,0.0003927591712171623,2166.01
8919,2007-10-08,LKOH,34819,B,T,100.00000000000001,0.00021190453980161748,2165.51
8925,2007-10-08,LKOH,34842,S,T,-0.3800184991082288,0.0010304330373564212,2166.08
8927,2007-10-08,LKOH,34849,S,T,-0.024012708264065066,0.006128033115563269,2165.52
8932,2007-10-08,LKOH,34860,S,T,-1.0,0.005082605524724731,2166.01
8933,2007-10-08,LKOH,34865,B,T,-9.141274238426681e-05,0.0030511597517856185,2166.0
8934,2007-10-08,LKOH,34870,B,T,0.004155892131496619,0.006762275953511729,2165.6
8954,2007-10-08,LKOH,34958,B,T,100.0,0.017014542889745726,2165.51
8960,2007-10-08,LKOH,34984,B,T,0.009920683416276617,0.0008639965212965916,2166.06
8986,2007-10-08,LKOH,35111,S,T,2.3077633689974773e-06,0.0055208452287762175,2166.6
8996,2007-10-08,LKOH,35149,B,T,-0.10091384096058961,0.0007799290400863025,2165.0
9002,2007-10-08,LKOH,35185,B,T,0.40663749150763906,0.01450327955705736,2165.26
9007,2007-10-08,LKOH,35201,B,T,2.526762849906347,0.0011372750337704926,2166.0
9015,2007-10-08,LKOH,35232,S,T,-28.571428571428566,0.0027270832936582483,2166.11
9061,2007-10-08,LKOH,35406,B,T,0.0014301372684825545,0.008194221939976909,2167.2
9076,2007-10-08,LKOH,35471,B,T,1.4188387754221221,0.001052245617159083,2167.09
9078,2007-10-08,LKOH,35488,B,T,27.828282828282823,0.013804684433854098,2167.0
9080,2007-10-08,LKOH,35511,B,T,0.08724276759838327,0.007573743046678544,2167.15
9099,2007-10-08,LKOH,35584,B,T,0.00807262595603795,0.04944784714486268,2167.82
9104,2007-10-08,LKOH,35599,B,T,-0.04520295202952113,0.0009457670127640108,2168.0
9105,2007-10-08,LKOH,35602,S,T,0.015780515571982297,0.00012654946379532931,2168.82
9127,2007-10-08,LKOH,35676,S,T,-50.0,0.0004218974043384306,2167.15
9137,2007-10-08,LKOH,35703,S,T,-100.0,0.0006181426203572534,2168.64
9144,2007-10-08,LKOH,35727,B,T,0.6500052637583972,0.005410731544210707,2166.32
9150,2007-10-08,LKOH,35752,B,T,0.0014545012319795206,0.004684096447682939,2167.08
9162,2007-10-08,LKOH,35792,S,T,-33.31988738609248,0.011377125650278357,2168.37
9164,2007-10-08,LKOH,35796,S,T,-100.0,0.0003071127667391796,2167.93
9190,2007-10-08,LKOH,35886,S,T,0.019829649476372332,0.0016726791619481346,2168.47
9202,2007-10-08,LKOH,35940,B,T,-0.04095479704797403,0.0019008886471126821,2168.0
9210,2007-10-08,LKOH,35971,B,T,0.01615538712922967,0.0394944456944495,2166.46
9213,2007-10-08,LKOH,35981,B,T,99.99999999999999,0.004153413712331765,2166.47
9235,2007-10-08,LKOH,36039,B,T,100.0,0.0006921771805206079,2166.74
9236,2007-10-08,LKOH,36043,S,T,0.03459409594095941,0.005166964250248979,2168.0
9246,2007-10-08,LKOH,36080,S,T,0.0,0.08109930869959743,2167.87
9250,2007-10-08,LKOH,36096,S,T,0.0011117077634884378,0.0013524529294164538,2167.86
9254,2007-10-08,LKOH,36116,B,T,5.993716547325743e-05,0.025497191793463388,2166.78
9256,2007-10-08,LKOH,36120,B,T,0.0,0.019567978645257268,2167.0
9267,2007-10-08,LKOH,36158,B,T,100.0,0.002859568197367669,2167.1
9270,2007-10-08,LKOH,36173,B,T,0.004214006432439751,0.005317092003172371,2167.12
9284,2007-10-08,LKOH,36235,B,T,100.0,0.018208068772005665,2167.0
9285,2007-10-08,LKOH,36243,B,T,9.452312477878845,0.009314745308376114,2167.11
9291,2007-10-08,LKOH,36266,B,T,-0.004533019468124848,0.042982809609874655,2168.0
9298,2007-10-08,LKOH,36287,B,T,0.0,0.003683980629636904,2168.0
9304,2007-10-08,LKOH,36306,B,T,4.748364284266547e-05,0.0027341825784988455,2167.01
9316,2007-10-08,LKOH,36367,B,T,0.04147847727901608,0.03034606999152404,2169.8
9322,2007-10-08,LKOH,36394,B,T,0.10634129176997399,0.0068322245734623276,2170.1
9323,2007-10-08,LKOH,36396,B,T,0.0230361667818475,0.006171198392032651,2170.5
9327,2007-10-08,LKOH,36415,S,T,-0.17985713761276834,0.0018320676585509206,2170.5
9333,2007-10-08,LKOH,36450,B,T,0.08870211769907588,0.0012974798369277142,2172.6
9336,2007-10-08,LKOH,36464,B,T,0.7810230160689232,0.006080254876910597,2172.44
9350,2007-10-08,LKOH,36542,S,T,-4.524572581535511,0.015824280298276084,2174.49
9351,2007-10-08,LKOH,36549,S,T,1.1773362766740207,0.0364357432928921,2174.4
9357,2007-10-08,LKOH,36580,S,T,-0.004599816007355522,0.00012413948004484627,2174.0
9360,2007-10-08,LKOH,36594,B,T,0.0004849705674293998,0.007189931943512486,2173.08
9362,2007-10-08,LKOH,36598,S,T,-1.9565099940479511,0.0029033821442722785,2173.8
9363,2007-10-08,LKOH,36602,S,T,-4.828284950750284,0.000610728181477762,2174.0
9380,2007-10-08,LKOH,36730,B,T,-0.018724756658680227,0.03570779575491306,2173.98
9398,2007-10-08,LKOH,36812,B,T,0.05879976889133152,0.015652153469539687,2173.1
9404,2007-10-08,LKOH,36844,B,T,20.466623089015687,0.031946979451980585,2173.11
9423,2007-10-08,LKOH,36977,S,T,-5.004045874601076,0.003923798700401003,2174.0
